"","GEOID","votes_Biden_20","votes_Trump_20","votes_total_20","margin_Biden_20","votes_Curran_21","pct_Curran_21","margin_Curran_21_ifwon","votes_Blakeman_21","votes_total_21","pct_Blakeman_21","margin_Blakeman_21_ifwon","margin_21","margin_Curran_21","pct_Biden_20","pct_Trump_20","margin_Curran_21_relto_Biden_20"
"1107","36059-0517019",234,416,657,-27.7,79,30.5,0,180,259,69.5,39,-39,-39,35.6164383561644,63.3181126331811,-5.11643835616438
"1108","36059-0517020",278,610,897,-37,107,28.53,0,268,375,71.47,42.93,-42.94,-42.94,30.9921962095875,68.0044593088071,-2.46219620958751
"1109","36059-0517021",282,482,773,-25.9,96,30.48,0,218,315,69.21,38.73,-38.73,-38.73,36.4812419146184,62.3544631306598,-6.00124191461837
"1110","36059-0517022",305,555,873,-28.6,103,31.02,0,229,332,68.98,37.95,-37.96,-37.96,34.9369988545246,63.573883161512,-3.91699885452462
"1111","36059-0517023",284,600,902,-35,110,28.87,0,271,381,71.13,42.26,-42.26,-42.26,31.4855875831486,66.5188470066519,-2.61558758314856
"1112","36059-0517024",287,517,814,-28.3,88,29.63,0,209,297,70.37,40.74,-40.74,-40.74,35.2579852579853,63.5135135135135,-5.62798525798526
"1113","36059-0517025",258,438,704,-25.6,99,33.79,0,194,293,66.21,32.42,-32.42,-32.42,36.6477272727273,62.2159090909091,-2.85772727272727
"1114","36059-0517026",263,453,726,-26.2,105,33.44,0,209,314,66.56,33.12,-33.12,-33.12,36.2258953168044,62.396694214876,-2.78589531680441
"1115","36059-0517027",255,508,773,-32.7,102,33.89,0,199,301,66.11,32.23,-32.22,-32.22,32.9883570504528,65.7179818887451,0.901642949547217
"1116","36059-0517028",179,329,515,-29.1,69,34.5,0,131,200,65.5,31,-31,-31,34.7572815533981,63.8834951456311,-0.257281553398059
"1117","36059-0517029",198,474,678,-40.7,65,22.73,0,220,286,76.92,54.2,-54.19,-54.19,29.2035398230088,69.9115044247788,-6.47353982300885
"1118","36059-0517030",362,592,965,-23.8,131,30.68,0,296,427,69.32,38.64,-38.64,-38.64,37.5129533678756,61.3471502590674,-6.83295336787565
"1119","36059-0517031",287,545,841,-30.7,126,32.06,0,267,393,67.94,35.88,-35.88,-35.88,34.1260404280618,64.8038049940547,-2.06604042806183
"1120","36059-0517032",266,476,755,-27.8,107,27.72,0,278,386,72.02,44.3,-44.3,-44.3,35.2317880794702,63.046357615894,-7.5117880794702
"1121","36059-0517033",267,522,800,-31.9,115,30.1,0,267,382,69.9,39.79,-39.8,-39.8,33.375,65.25,-3.275
"1122","36059-0517034",239,444,690,-29.7,102,29.23,0,247,349,70.77,41.55,-41.54,-41.54,34.6376811594203,64.3478260869565,-5.40768115942029
"1123","36059-0517035",223,293,529,-13.2,83,38.97,0,130,213,61.03,22.07,-22.06,-22.06,42.1550094517958,55.3875236294896,-3.18500945179584
"1124","36059-0517036",269,421,704,-21.6,127,38.6,0,202,329,61.4,22.8,-22.8,-22.8,38.2102272727273,59.8011363636364,0.389772727272728
"1125","36059-0517037",263,540,818,-33.9,104,26.94,0,282,386,73.06,46.11,-46.12,-46.12,32.1515892420538,66.0146699266504,-5.21158924205379
"1126","36059-0517038",276,456,740,-24.3,115,37.22,0,194,309,62.78,25.57,-25.56,-25.56,37.2972972972973,61.6216216216216,-0.0772972972972994
"1127","36059-0517039",182,217,405,-8.6,52,40.31,0,77,129,59.69,19.38,-19.38,-19.38,44.9382716049383,53.5802469135802,-4.62827160493827
"1128","36059-0517040",146,288,444,-32,58,29.74,0,137,195,70.26,40.51,-40.52,-40.52,32.8828828828829,64.8648648648649,-3.14288288288288
"1129","36059-0517041",197,263,468,-14.1,60,31.58,0,130,190,68.42,36.84,-36.84,-36.84,42.0940170940171,56.1965811965812,-10.5140170940171
"1130","36059-0517042",6,13,19,-36.8,0,0,0,0,0,0,0,0,0,31.5789473684211,68.4210526315789,-31.5789473684211
"1131","36059-0517044",94,171,268,-28.7,43,35.83,0,77,120,64.17,28.33,-28.34,-28.34,35.0746268656716,63.8059701492537,0.755373134328359
"1132","36059-0517043",211,216,436,-1.1,65,40.12,0,97,162,59.88,19.75,-19.76,-19.76,48.394495412844,49.5412844036697,-8.27449541284404
"1133","36059-0517045",242,318,572,-13.3,81,41.33,0,115,196,58.67,17.35,-17.34,-17.34,42.3076923076923,55.5944055944056,-0.977692307692308
"1134","36059-0519001",146,170,325,-7.4,40,34.19,0,77,117,65.81,31.62,-31.62,-31.62,44.9230769230769,52.3076923076923,-10.7330769230769
"1135","36059-0519003",59,26,88,37.5,6,50,0,6,12,50,0,0,0,67.0454545454545,29.5454545454545,-17.0454545454545
"1136","36059-0519004",428,519,961,-9.5,176,43.35,0,230,406,56.65,13.3,-13.3,-13.3,44.5369406867846,54.006243496358,-1.1869406867846
"1137","36059-0519005",296,322,628,-4.1,138,44.81,0,170,308,55.19,10.39,-10.38,-10.38,47.1337579617834,51.2738853503185,-2.32375796178344
"1138","36059-0519007",391,435,837,-5.3,171,45.97,0,201,372,54.03,8.06,-8.06,-8.06,46.7144563918757,51.9713261648746,-0.744456391875751
"1139","36059-0519008",393,398,799,-0.6,152,44.57,0,189,341,55.43,10.85,-10.86,-10.86,49.1864831038799,49.8122653316646,-4.61648310387985
"1140","36059-0519010",121,151,272,-11,26,36.62,0,45,71,63.38,26.76,-26.76,-26.76,44.4852941176471,55.5147058823529,-7.86529411764706
"1141","36059-0214106",342,506,864,-19,106,27.75,0,276,382,72.25,44.5,-44.5,-44.5,39.5833333333333,58.5648148148148,-11.8333333333333
"1142","36059-0519002",2,3,5,-20,0,0,0,0,0,0,0,0,0,40,60,-40
"1143","36059-0513068",533,156,699,53.9,227,77.74,55.48,65,292,22.26,0,55.48,55.48,76.2517882689557,22.3175965665236,1.48821173104434
"1144","36059-0113001",256,132,390,31.8,93,63.7,27.4,53,146,36.3,0,27.4,27.4,65.6410256410256,33.8461538461538,-1.94102564102563
"1145","36059-0214066",169,102,276,24.3,66,57.89,15.79,48,114,42.11,0,15.78,15.78,61.231884057971,36.9565217391304,-3.34188405797101
"1146","36059-0220058",309,61,372,66.7,53,61.63,23.26,33,86,38.37,0,23.26,23.26,83.0645161290323,16.3978494623656,-21.4345161290323
"1147","36059-0221101",169,202,377,-8.8,74,44.85,0,91,165,55.15,10.3,-10.3,-10.3,44.8275862068966,53.5809018567639,0.0224137931034463
"1148","36059-0222071",379,183,565,34.7,98,50.26,0.51,97,195,49.74,0,0.52,0.52,67.0796460176991,32.3893805309735,-16.8196460176991
"1149","36059-0413016",161,139,300,7.3,48,55.81,11.63,38,86,44.19,0,11.62,11.62,53.6666666666667,46.3333333333333,2.14333333333334
"1150","36059-0416037",645,335,989,31.3,149,59.36,18.73,102,251,40.64,0,18.72,18.72,65.2173913043478,33.8725985844287,-5.85739130434783
"1151","36059-0419017",525,462,997,6.3,162,42.86,0,216,378,57.14,14.29,-14.28,-14.28,52.6579739217653,46.3390170511535,-9.7979739217653
"1152","36059-0221112",400,435,850,-4.1,221,44.47,0,276,497,55.53,11.07,-11.06,-11.06,47.0588235294118,51.1764705882353,-2.58882352941177
"1153","36059-0221116",11,3,14,57.1,4,80,60,1,5,20,0,60,60,78.5714285714286,21.4285714285714,1.42857142857143
"1154","36059-0221114",50,25,76,32.9,10,66.67,33.33,5,15,33.33,0,33.34,33.34,65.7894736842105,32.8947368421053,0.880526315789481
"1155","36059-0222014",270,277,555,-1.3,97,42.54,0,131,228,57.46,14.91,-14.92,-14.92,48.6486486486486,49.9099099099099,-6.10864864864865
"1156","36059-0222098",37,1,38,94.7,0,0,0,0,0,0,0,0,0,97.3684210526316,2.63157894736842,-97.3684210526316
"1157","36059-0222097",5,1,6,66.7,0,0,0,0,0,0,0,0,0,83.3333333333333,16.6666666666667,-83.3333333333333
"1158","36059-0222094",695,128,829,68.4,218,82.58,65.15,46,264,17.42,0,65.16,65.16,83.8359469240048,15.4402895054282,-1.25594692400483
"1159","36059-0218703",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","36059-0218705",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","36059-0218706",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","36059-0218702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","36059-0218704",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","36059-0218101",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","36059-0219064",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","36059-0219701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","36059-0219702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","36059-0219703",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","36059-0219065",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","36059-0220702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","36059-0220093",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","36059-0221701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","36059-0221702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","36059-0221707",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","36059-0221705",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","36059-0221706",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","36059-0221703",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","36059-0221704",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","36059-0221140",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","36059-0222701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","36059-0222108",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","36059-0413029",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","36059-0413028",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","36059-0413030",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","36059-0413031",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","36059-0413701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","36059-0413702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","36059-0416703",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","36059-0416701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","36059-0416704",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","36059-0416702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","36059-0513073",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","36059-0515701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","36059-0515108",3,6,9,-33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3333333333333,66.6666666666667,NA
"1195","36059-0515702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","36059-0515703",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","36059-0416099",731,471,1216,21.4,272,64.3,28.61,151,423,35.7,0,28.6,28.6,60.1151315789474,38.7335526315789,4.18486842105263
"1198","36059-0218002",392,56,452,74.3,89,67.42,34.85,43,132,32.58,0,34.84,34.84,86.7256637168142,12.3893805309735,-19.3056637168142
"1199","36059-0221107",228,296,531,-12.8,98,36.98,0,167,265,63.02,26.04,-26.04,-26.04,42.9378531073446,55.743879472693,-5.95785310734463
"1200","36059-0416004",219,439,663,-33.2,76,23.97,0,241,317,76.03,52.05,-52.06,-52.06,33.0316742081448,66.2141779788839,-9.0616742081448
"1201","36059-0416039",647,411,1075,22,196,59.94,19.88,131,327,40.06,0,19.88,19.88,60.1860465116279,38.2325581395349,-0.24604651162791
"1202","36059-0513064",59,30,90,32.2,4,57.14,14.29,3,7,42.86,0,14.28,14.28,65.5555555555556,33.3333333333333,-8.41555555555556
"1203","36059-0515015",500,496,1011,0.4,214,49.31,0,219,434,50.46,1.15,-1.15,-1.15,49.4559841740851,49.0603363006924,-0.145984174085065
"1204","36059-0515076",211,196,413,3.6,54,54,8,46,100,46,0,8,8,51.089588377724,47.4576271186441,2.91041162227603
"1205","36059-0517012",392,598,1005,-20.5,132,33.17,0,266,398,66.83,33.67,-33.66,-33.66,39.0049751243781,59.5024875621891,-5.8349751243781
"1206","36059-0222061",845,180,1032,64.4,171,78.08,56.16,48,219,21.92,0,56.16,56.16,81.8798449612403,17.4418604651163,-3.79984496124031
"1207","36059-0222048",566,132,710,61.1,138,73.02,46.03,51,189,26.98,0,46.04,46.04,79.7183098591549,18.5915492957746,-6.69830985915493
"1208","36059-0222075",539,330,880,23.8,142,47.18,0,159,301,52.82,5.65,-5.64,-5.64,61.25,37.5,-14.07
"1209","36059-0222091",300,137,444,36.7,93,62,24,57,150,38,0,24,24,67.5675675675676,30.8558558558559,-5.56756756756756
"1210","36059-0220005",341,400,747,-7.9,103,40.87,0,149,252,59.13,18.25,-18.26,-18.26,45.6492637215529,53.5475234270415,-4.77926372155288
"1211","36059-0222076",274,194,472,16.9,72,54.96,9.92,59,131,45.04,0,9.92,9.92,58.0508474576271,41.1016949152542,-3.09084745762712
"1212","36059-0222093",480,426,911,5.9,172,50.15,0.29,171,343,49.85,0,0.3,0.3,52.6893523600439,46.761800219539,-2.53935236004391
"1213","36059-0220001",108,217,328,-33.2,34,24.11,0,107,141,75.89,51.77,-51.78,-51.78,32.9268292682927,66.1585365853659,-8.81682926829269
"1214","36059-0220090",1,2,3,-33.3,1,100,100,0,1,0,0,100,100,33.3333333333333,66.6666666666667,66.6666666666667
"1215","36059-0222102",125,139,266,-5.3,32,42.67,0,43,75,57.33,14.67,-14.66,-14.66,46.9924812030075,52.2556390977444,-4.32248120300752
"1216","36059-0220046",131,412,549,-51.2,79,33.05,0,160,239,66.95,33.89,-33.9,-33.9,23.8615664845173,75.0455373406193,9.18843351548269
"1217","36059-0220012",181,509,703,-46.7,119,36.96,0,203,322,63.04,26.09,-26.08,-26.08,25.74679943101,72.4039829302987,11.21320056899
"1218","36059-0220009",168,684,858,-60.1,104,28.18,0,265,369,71.82,43.63,-43.64,-43.64,19.5804195804196,79.7202797202797,8.59958041958042
"1219","36059-0220045",178,494,682,-46.3,96,32.76,0,196,293,66.89,34.13,-34.13,-34.13,26.099706744868,72.4340175953079,6.66029325513196
"1220","36059-0220023",127,162,292,-12,27,38.03,0,44,71,61.97,23.94,-23.94,-23.94,43.4931506849315,55.4794520547945,-5.46315068493151
"1221","36059-0220022",295,179,477,24.3,110,61.45,22.91,69,179,38.55,0,22.9,22.9,61.8448637316562,37.5262054507338,-0.39486373165618
"1222","36059-0220041",549,592,1157,-3.7,210,45.65,0,249,460,54.13,8.48,-8.48,-8.48,47.4503025064823,51.1668107173725,-1.80030250648228
"1223","36059-0220043",370,358,730,1.6,195,54.17,8.33,165,360,45.83,0,8.34,8.34,50.6849315068493,49.041095890411,3.48506849315068
"1224","36059-0220044",220,229,455,-2,91,45.05,0,111,202,54.95,9.9,-9.9,-9.9,48.3516483516484,50.3296703296703,-3.30164835164835
"1225","36059-0220042",95,100,198,-2.5,28,38.36,0,45,73,61.64,23.29,-23.28,-23.28,47.979797979798,50.5050505050505,-9.61979797979798
"1226","36059-0218087",2,1,3,33.3,2,100,100,0,2,0,0,100,100,66.6666666666667,33.3333333333333,33.3333333333333
"1227","36059-0218701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","36059-0221001",458,452,921,0.7,190,51.08,2.42,181,372,48.66,0,2.42,2.42,49.728555917481,49.0770901194354,1.351444082519
"1229","36059-0214112",0,1,1,-100,0,0,0,2,2,100,100,-100,-100,0,100,0
"1230","36059-0218092",19,37,57,-31.6,16,43.24,0,21,37,56.76,13.51,-13.52,-13.52,33.3333333333333,64.9122807017544,9.90666666666667
"1231","36059-0218083",168,131,301,12.3,55,46.22,0,64,119,53.78,7.56,-7.56,-7.56,55.8139534883721,43.5215946843854,-9.59395348837209
"1232","36059-0519009",393,629,1040,-22.7,85,27.6,0,223,308,72.4,44.81,-44.8,-44.8,37.7884615384615,60.4807692307692,-10.1884615384615
"1233","36059-0519006",299,303,611,-0.7,129,51.81,3.61,120,249,48.19,0,3.62,3.62,48.936170212766,49.5908346972177,2.87382978723404
"1234","36059-0220075",180,283,468,-22,69,39.88,0,103,173,59.54,19.65,-19.66,-19.66,38.4615384615385,60.4700854700855,1.41846153846154
"1235","36059-0220037",366,338,713,3.9,125,47.35,0,139,264,52.65,5.3,-5.3,-5.3,51.3323983169705,47.4053295932679,-3.98239831697055
"1236","36059-0220701",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","36059-0222702",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","36059-0222066",406,113,526,55.7,103,65.61,31.21,54,157,34.39,0,31.22,31.22,77.1863117870722,21.4828897338403,-11.5763117870722
"1239","36059-0214097",324,536,872,-24.3,149,33.94,0,289,439,65.83,31.89,-31.89,-31.89,37.1559633027523,61.4678899082569,-3.21596330275229
"1240","36059-0214096",306,546,873,-27.5,124,28.7,0,308,432,71.3,42.59,-42.6,-42.6,35.0515463917526,62.5429553264605,-6.35154639175258
"1241","36059-0214091",329,397,731,-9.3,118,39.6,0,180,298,60.4,20.81,-20.8,-20.8,45.0068399452804,54.3091655266758,-5.40683994528044
"1242","36059-0214094",326,565,902,-26.5,158,33.83,0,309,467,66.17,32.33,-32.34,-32.34,36.1419068736142,62.6385809312639,-2.31190687361419
"1243","36059-0220094",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","36059-0220073",252,251,507,0.2,116,41.88,0,161,277,58.12,16.25,-16.24,-16.24,49.7041420118343,49.5069033530572,-7.82414201183432
"1245","36059-0509015",241,547,801,-38.2,92,29.21,0,223,315,70.79,41.59,-41.58,-41.58,30.0873907615481,68.2896379525593,-0.877390761548064
"1246","36059-0209001",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","36059-0513004",286,438,729,-20.9,123,33.61,0,243,366,66.39,32.79,-32.78,-32.78,39.2318244170096,60.082304526749,-5.62182441700961
"1248","36059-0416106",487,68,562,74.6,158,83.6,67.2,31,189,16.4,0,67.2,67.2,86.6548042704626,12.0996441281139,-3.05480427046264
