ED,Reported *,Zohran Kwame Mamdani (Democratic),Curtis A. Sliwa (Republican),Irene Estrada (Conservative),Zohran Kwame Mamdani (Working Families),Curtis A. Sliwa (Protect Animals),Eric L. Adams (Safe&Affordable/EndAntiSemitism),Joseph Hernandez (Quality of Life),Andrew M. Cuomo (Fight and Deliver),Jim Walden (Integrity),WRITE-IN,AD
9,99.00%,68,31,0,6,2,0,1,600,1,1,45
10,99.00%,26,15,2,5,0,0,1,673,0,0,45
11,99.00%,25,18,0,4,3,1,0,627,0,1,45
12,99.00%,25,4,1,5,2,0,0,76,0,0,45
13,83.33%,10,19,0,2,1,0,0,400,0,0,45
14,99.00%,61,19,0,7,1,2,0,539,0,3,45
15,99.00%,32,19,0,7,1,1,0,684,0,1,45
16,99.00%,38,25,1,5,4,1,0,1067,0,0,45
17,99.00%,65,24,0,3,1,1,0,559,0,0,45
18,99.00%,14,9,0,0,2,1,0,53,0,0,45
19,99.00%,41,25,0,4,3,1,0,139,0,0,45
20,99.00%,41,51,0,9,5,1,0,640,0,2,45
21,99.00%,42,37,0,10,5,0,0,70,0,0,45
22,99.00%,101,69,2,13,10,1,0,409,0,0,45
23,99.00%,131,42,1,11,5,3,0,123,0,0,45
24,99.00%,150,45,2,11,4,2,0,143,0,1,45
25,99.00%,20,13,0,2,2,3,0,437,0,0,45
26,99.00%,8,12,0,0,0,0,0,449,1,0,45
27,99.00%,136,41,1,13,9,0,0,309,0,2,45
28,99.00%,33,38,1,2,4,1,0,671,0,0,45
29,99.00%,35,17,0,5,3,2,0,627,1,0,45
30,99.00%,105,38,0,11,6,2,0,396,0,0,45
31,99.00%,129,67,0,20,7,0,0,228,0,0,45
32,99.00%,41,48,0,9,1,0,0,551,0,0,45
33,83.33%,34,15,0,4,0,1,0,519,0,0,45
34,99.00%,104,57,0,12,4,3,0,489,0,1,45
35,99.00%,57,37,0,5,3,1,1,245,0,0,45
36,99.00%,76,65,0,9,7,3,0,532,0,2,45
37,99.00%,141,67,0,26,3,0,1,344,2,0,45
38,99.00%,64,24,0,9,0,0,1,295,0,0,45
39,99.00%,10,14,0,3,0,0,0,33,0,1,45
40,99.00%,86,85,0,16,4,0,0,373,0,1,45
41,83.33%,128,54,0,12,8,1,0,482,0,0,45
42,99.00%,121,39,3,10,4,3,0,315,1,0,45
43,99.00%,112,64,0,14,1,2,3,527,0,1,45
44,99.00%,125,56,0,11,7,2,0,552,2,1,45
45,99.00%,104,48,0,12,6,2,0,548,1,0,45
46,99.00%,183,21,1,10,1,2,0,219,0,1,45
47,99.00%,95,68,2,10,3,2,0,456,0,1,45
48,99.00%,84,42,0,16,1,4,1,379,0,2,45
49,99.00%,27,51,1,2,9,3,0,679,0,1,45
50,99.00%,149,29,0,11,4,1,0,227,0,0,45
51,99.00%,40,52,2,7,2,2,1,597,1,3,45
52,99.00%,45,26,0,12,3,0,0,272,0,0,45
53,99.00%,76,53,1,9,4,0,0,89,0,0,45
54,99.00%,16,7,0,0,0,0,0,38,0,0,45
55,99.00%,1,1,0,0,0,0,0,1,0,0,45
56,99.00%,0,0,0,0,0,0,0,0,0,0,45
1,99.00%,235,61,0,39,3,1,1,206,1,0,46
2,99.00%,252,50,0,56,4,2,0,162,0,2,46
3,99.00%,310,75,0,79,12,0,0,210,3,1,46
4,99.00%,251,66,0,83,6,1,0,222,3,2,46
5,99.00%,261,86,2,57,8,2,0,280,1,1,46
6,99.00%,173,154,0,36,8,0,0,369,0,2,46
7,99.00%,253,80,0,56,7,0,0,315,0,3,46
8,99.00%,227,77,2,49,2,2,0,197,1,2,46
9,99.00%,288,77,1,72,11,1,0,236,1,2,46
10,99.00%,318,70,1,61,4,1,0,246,1,1,46
11,99.00%,220,67,0,36,6,1,1,149,2,1,46
12,99.00%,257,107,0,50,12,2,0,511,0,4,46
13,99.00%,272,98,0,49,10,0,1,402,2,6,46
14,99.00%,272,121,0,51,5,2,3,339,0,2,46
15,99.00%,236,91,0,48,7,0,0,260,0,1,46
16,99.00%,340,82,1,46,5,1,0,222,0,2,46
17,99.00%,250,72,0,39,8,0,0,192,0,1,46
18,99.00%,273,70,2,50,9,1,0,201,1,2,46
19,99.00%,218,128,3,37,9,1,0,383,2,3,46
20,99.00%,264,125,1,57,10,0,2,359,5,2,46
21,99.00%,52,12,0,4,1,1,0,50,0,0,46
22,99.00%,218,108,0,39,9,0,1,249,1,1,46
23,99.00%,110,128,1,24,8,0,0,359,1,0,46
24,99.00%,84,130,0,11,3,0,0,395,0,0,46
25,99.00%,74,117,0,12,10,0,0,358,0,0,46
26,99.00%,143,145,0,21,7,2,0,406,0,1,46
27,99.00%,232,111,0,33,11,2,0,315,3,2,46
28,99.00%,85,109,1,17,4,0,1,309,1,2,46
29,99.00%,44,12,0,10,2,0,1,49,1,0,46
30,99.00%,31,20,0,4,0,0,0,45,1,0,46
31,99.00%,101,37,0,9,1,1,0,164,1,0,46
32,99.00%,60,16,2,6,1,0,0,71,0,0,46
33,99.00%,18,20,0,0,2,0,0,43,0,0,46
34,99.00%,107,74,1,8,9,2,1,179,2,1,46
35,99.00%,24,37,0,4,2,0,0,190,0,0,46
36,99.00%,43,76,0,9,8,0,0,310,0,0,46
37,99.00%,0,0,0,0,0,0,0,0,0,0,46
38,99.00%,96,74,0,15,1,0,0,356,0,0,46
39,99.00%,100,84,1,12,4,1,0,320,0,0,46
40,99.00%,89,93,1,13,1,1,0,436,0,1,46
41,99.00%,141,36,0,10,1,2,0,154,0,0,46
42,99.00%,136,13,0,12,1,3,0,124,0,0,46
43,99.00%,123,28,0,8,1,1,1,120,0,0,46
44,99.00%,97,26,2,8,1,1,0,125,1,2,46
45,99.00%,72,25,1,4,3,2,0,150,0,1,46
46,99.00%,105,24,0,6,3,3,0,133,0,0,46
47,99.00%,157,29,0,8,3,3,0,173,0,0,46
48,99.00%,144,15,0,10,2,3,1,103,0,0,46
49,99.00%,42,21,0,7,2,0,1,109,1,0,46
50,99.00%,153,17,1,12,3,3,1,116,1,0,46
51,99.00%,97,17,0,9,0,1,0,85,0,0,46
52,99.00%,116,24,0,7,3,2,0,117,1,0,46
53,99.00%,280,29,2,49,5,3,1,154,1,0,46
54,99.00%,24,36,0,6,2,2,0,374,1,3,46
55,99.00%,53,35,0,9,2,2,0,529,0,1,46
56,99.00%,74,59,0,7,8,2,1,563,1,0,46
57,60.00%,4,14,0,0,0,0,0,82,0,0,46
58,99.00%,39,40,0,1,1,1,0,396,0,0,46
59,99.00%,19,20,0,0,2,0,0,417,0,0,46
60,99.00%,21,29,1,9,2,4,0,332,1,0,46
61,99.00%,97,77,1,11,8,3,0,656,0,0,46
62,80.00%,32,18,0,1,0,1,0,211,0,0,46
63,80.00%,11,15,0,2,0,0,0,222,0,0,46
64,99.00%,23,30,0,2,0,2,0,337,0,0,46
65,99.00%,36,31,1,3,2,0,0,316,0,0,46
66,99.00%,70,55,1,9,3,2,0,331,0,0,46
67,99.00%,44,46,0,4,3,4,0,298,0,0,46
68,99.00%,203,35,0,13,1,2,0,297,1,0,46
69,99.00%,138,24,1,17,3,2,0,90,1,1,46
70,99.00%,180,31,1,21,0,4,0,206,0,0,46
71,99.00%,264,40,0,21,4,0,0,269,0,1,46
72,99.00%,0,0,0,0,0,0,0,0,0,0,46
73,99.00%,33,37,2,0,2,1,0,361,0,2,46
74,99.00%,0,0,0,0,0,0,0,0,0,0,46
75,99.00%,0,0,0,0,0,0,0,0,0,0,46
76,99.00%,0,0,0,0,0,0,0,0,0,0,46
77,99.00%,0,0,0,0,0,0,0,0,0,0,46
78,99.00%,0,0,0,0,0,0,0,0,0,0,46
1,99.00%,57,47,0,6,3,0,0,158,1,0,47
2,99.00%,145,109,1,24,8,0,1,346,0,1,47
3,99.00%,56,50,0,5,2,0,0,175,0,0,47
4,99.00%,113,68,0,16,5,1,1,215,1,1,47
5,99.00%,151,99,1,21,1,1,0,279,0,1,47
6,99.00%,75,22,2,6,2,0,0,105,0,0,47
7,99.00%,121,79,1,18,3,0,0,216,0,0,47
8,99.00%,101,33,0,10,4,0,0,103,0,0,47
9,99.00%,133,60,2,23,4,1,0,241,1,0,47
10,99.00%,282,34,0,20,2,1,0,102,0,0,47
11,99.00%,168,85,0,20,4,2,1,192,0,1,47
12,99.00%,188,78,1,28,4,3,0,249,0,0,47
13,87.50%,91,32,0,10,5,0,0,117,0,0,47
14,87.50%,137,64,0,23,2,1,0,296,0,1,47
15,99.00%,57,36,0,10,2,0,0,106,0,0,47
16,99.00%,56,47,0,7,3,1,0,147,0,1,47
17,99.00%,27,13,0,1,1,1,0,21,0,0,47
18,99.00%,43,16,1,14,0,0,0,66,0,0,47
19,99.00%,97,45,0,17,1,1,0,170,1,0,47
20,99.00%,167,61,1,26,1,1,1,284,1,0,47
21,99.00%,125,54,0,21,1,1,1,195,0,1,47
22,99.00%,113,44,0,18,2,0,0,228,0,0,47
23,99.00%,179,73,0,25,8,3,2,259,1,0,47
24,99.00%,115,43,0,27,2,0,0,171,1,0,47
25,99.00%,125,67,0,24,2,2,0,216,1,1,47
26,85.71%,123,59,1,17,7,0,0,291,0,3,47
27,85.71%,107,64,1,16,6,0,0,300,1,0,47
28,85.71%,33,25,1,1,2,0,0,106,0,0,47
29,85.71%,86,43,1,13,3,0,1,193,0,0,47
30,99.00%,71,43,0,10,1,0,0,163,0,0,47
31,99.00%,25,15,0,0,1,0,0,87,0,0,47
32,99.00%,95,46,2,11,2,4,0,162,0,1,47
33,87.50%,82,72,0,18,1,2,0,310,0,0,47
34,87.50%,168,54,2,17,3,2,1,271,0,0,47
35,99.00%,130,68,1,9,3,1,0,224,0,0,47
36,99.00%,93,68,0,13,3,0,0,238,0,0,47
37,99.00%,106,59,1,13,6,0,0,228,0,0,47
38,99.00%,107,43,1,14,3,0,0,235,0,0,47
39,99.00%,86,53,1,6,1,0,0,226,0,1,47
40,99.00%,29,29,0,4,0,0,0,84,0,0,47
41,99.00%,40,25,1,10,2,0,0,108,0,1,47
42,99.00%,134,18,2,13,1,6,0,135,1,0,47
43,99.00%,137,89,2,16,8,1,0,369,0,0,47
44,99.00%,143,94,0,18,10,0,1,379,0,0,47
45,99.00%,152,119,1,17,3,1,0,374,2,1,47
46,99.00%,104,54,0,20,2,1,0,267,0,0,47
47,99.00%,161,61,0,21,6,1,0,309,0,0,47
48,99.00%,59,14,1,5,0,0,0,47,0,0,47
49,99.00%,165,78,1,17,2,1,0,315,0,1,47
50,99.00%,115,90,1,19,9,2,0,482,1,0,47
51,99.00%,21,9,0,1,1,0,0,45,1,0,47
52,99.00%,75,36,0,6,2,2,0,136,0,0,47
53,99.00%,105,48,0,17,3,0,0,181,0,0,47
54,99.00%,87,58,2,11,1,0,0,237,0,0,47
55,99.00%,14,9,0,0,1,0,0,25,0,0,47
56,99.00%,14,4,0,2,0,0,0,36,0,0,47
57,99.00%,0,0,0,0,0,0,0,0,0,0,47
1,99.00%,17,17,0,3,1,1,0,163,0,0,48
2,99.00%,37,28,0,3,1,6,0,560,0,2,48
3,99.00%,25,12,2,1,1,16,0,673,0,2,48
4,99.00%,38,25,0,3,0,16,0,731,0,3,48
5,99.00%,87,12,0,12,1,6,0,388,0,3,48
6,99.00%,79,44,1,12,1,12,0,864,0,3,48
7,99.00%,4,24,0,0,1,28,0,1090,1,6,48
8,99.00%,46,22,3,2,0,15,0,826,0,8,48
9,99.00%,18,17,1,0,1,16,0,645,0,4,48
10,99.00%,80,18,1,5,0,14,1,745,0,2,48
11,99.00%,1,6,0,0,2,12,0,405,0,4,48
12,99.00%,4,5,0,1,3,8,0,492,0,4,48
13,99.00%,56,17,0,6,3,9,0,728,0,2,48
14,99.00%,113,8,1,17,1,5,0,227,1,0,48
15,99.00%,155,33,0,22,5,5,0,619,1,2,48
16,99.00%,161,27,0,17,2,10,0,604,0,4,48
17,99.00%,9,0,0,2,0,0,0,4,0,0,48
18,99.00%,83,7,1,2,0,3,0,249,0,1,48
19,99.00%,168,25,0,22,2,1,1,422,0,0,48
20,99.00%,165,19,0,31,0,1,0,330,2,0,48
21,99.00%,107,8,0,11,1,0,0,78,0,2,48
22,99.00%,3,4,0,1,0,0,0,129,0,0,48
23,80.00%,172,16,0,33,0,1,1,361,0,2,48
24,99.00%,206,25,2,19,4,1,0,252,2,2,48
25,99.00%,146,33,0,23,3,3,0,546,2,2,48
26,99.00%,53,26,0,7,1,3,0,763,0,1,48
27,99.00%,80,20,2,10,1,2,0,438,0,2,48
28,99.00%,122,25,0,20,1,3,0,413,0,2,48
29,99.00%,93,19,0,13,0,1,0,550,0,4,48
30,99.00%,26,11,0,5,3,0,0,619,1,0,48
31,99.00%,28,1,0,3,1,0,0,48,0,1,48
32,99.00%,22,7,0,2,1,0,1,510,0,0,48
33,99.00%,99,36,0,8,2,0,0,508,0,0,48
34,99.00%,0,9,0,1,0,6,0,492,0,1,48
35,99.00%,69,32,0,8,5,1,0,583,0,0,48
36,99.00%,79,42,1,15,7,0,0,296,0,0,48
37,99.00%,15,24,0,1,1,5,0,469,1,2,48
38,99.00%,42,36,0,7,3,5,0,851,0,1,48
39,99.00%,53,39,1,5,6,10,0,759,0,1,48
40,99.00%,43,35,1,4,0,9,2,950,0,2,48
41,99.00%,32,11,0,1,2,18,1,887,0,6,48
42,99.00%,6,14,0,0,1,7,0,801,1,2,48
43,99.00%,23,26,0,2,0,8,0,608,0,1,48
44,99.00%,17,17,1,0,1,8,0,576,0,2,48
45,99.00%,41,22,0,5,1,7,0,709,0,4,48
46,99.00%,26,25,0,3,2,16,0,734,0,6,48
47,99.00%,44,21,1,4,3,28,0,893,2,11,48
48,99.00%,67,29,0,10,4,42,0,981,0,6,48
49,99.00%,24,18,0,4,0,17,0,746,0,7,48
50,99.00%,6,17,1,0,2,13,0,589,0,6,48
51,99.00%,14,11,0,0,2,22,0,678,0,7,48
52,99.00%,46,17,0,7,2,11,0,421,1,5,48
53,99.00%,0,0,0,0,0,0,0,0,0,0,48
1,99.00%,117,33,0,12,4,0,0,115,0,0,49
2,99.00%,16,2,0,1,0,2,0,22,0,0,49
3,99.00%,13,3,0,1,0,0,0,39,0,0,49
4,99.00%,80,23,0,17,3,1,0,87,0,0,49
5,99.00%,62,13,0,12,3,0,0,72,1,0,49
6,99.00%,73,20,1,16,1,0,2,121,0,0,49
7,99.00%,95,32,0,9,2,2,1,122,1,0,49
8,99.00%,99,26,1,27,2,0,0,115,0,1,49
9,99.00%,86,29,1,19,5,2,0,122,2,1,49
10,99.00%,95,28,2,10,3,1,0,107,0,1,49
11,99.00%,85,27,0,19,2,0,0,122,0,1,49
12,99.00%,103,30,0,15,2,1,0,127,0,0,49
13,99.00%,12,7,0,3,0,0,0,19,0,0,49
14,99.00%,54,24,0,16,1,1,0,81,0,0,49
15,99.00%,111,30,1,12,4,0,1,149,0,0,49
16,99.00%,143,49,1,21,2,0,0,169,0,2,49
17,99.00%,185,72,4,34,5,0,0,255,1,0,49
18,99.00%,187,62,0,25,7,0,0,201,2,0,49
19,99.00%,137,49,1,13,3,1,0,146,0,1,49
20,99.00%,35,50,0,5,0,0,1,133,0,0,49
21,99.00%,54,25,1,11,1,0,0,259,0,0,49
22,99.00%,82,27,0,9,7,0,0,157,0,0,49
23,50.00%,43,22,0,8,1,0,0,46,0,1,49
24,99.00%,138,69,3,25,5,1,0,210,1,0,49
25,50.00%,53,27,0,7,1,0,0,45,0,1,49
26,99.00%,137,73,1,25,6,1,0,202,0,0,49
27,99.00%,104,76,0,29,5,2,0,257,0,1,49
28,99.00%,99,60,0,13,6,0,0,203,0,1,49
29,99.00%,80,48,0,12,4,0,0,140,0,0,49
30,99.00%,170,73,2,29,7,0,1,204,0,1,49
31,99.00%,138,83,0,21,3,1,0,232,0,3,49
32,99.00%,117,79,0,19,13,0,0,254,0,2,49
33,99.00%,132,105,0,24,11,0,0,254,0,1,49
34,99.00%,110,43,0,11,1,0,0,121,1,0,49
35,99.00%,114,103,1,17,1,2,0,287,0,1,49
36,99.00%,98,96,3,13,10,1,0,264,0,2,49
37,99.00%,123,124,3,25,5,0,0,311,0,2,49
38,99.00%,90,39,0,16,2,0,0,165,1,1,49
39,99.00%,158,100,0,29,6,0,0,307,0,0,49
40,99.00%,111,115,1,13,7,1,0,236,1,0,49
41,99.00%,177,112,2,30,9,0,0,365,1,1,49
42,99.00%,82,49,0,15,2,1,2,175,0,0,49
43,99.00%,132,51,1,25,4,0,0,158,1,0,49
44,99.00%,45,18,0,4,2,2,0,83,0,0,49
45,99.00%,58,30,0,11,1,0,0,52,0,0,49
46,99.00%,5,0,0,0,0,0,0,1,0,0,49
47,99.00%,89,42,2,17,3,0,0,143,0,0,49
48,99.00%,11,19,0,3,0,1,0,63,1,1,49
49,99.00%,42,14,0,2,1,0,0,59,0,0,49
50,50.00%,30,18,0,2,1,0,0,49,1,0,49
51,99.00%,51,13,0,11,1,5,0,237,0,0,49
52,99.00%,64,4,0,21,1,0,0,59,0,0,49
53,99.00%,0,0,0,0,0,0,0,0,0,0,49
54,99.00%,0,0,0,0,0,0,0,0,0,0,49
55,99.00%,0,0,0,0,0,0,0,0,0,0,49
1,87.50%,704,29,1,126,7,4,1,206,1,3,50
2,87.50%,494,30,2,145,3,1,0,127,2,2,50
3,87.50%,527,17,0,169,4,1,0,133,0,2,50
4,87.50%,412,33,1,148,3,0,0,115,2,2,50
5,87.50%,402,33,0,130,2,1,0,144,0,2,50
6,87.50%,333,26,0,96,6,0,1,102,0,0,50
7,87.50%,344,17,0,81,1,2,0,120,0,2,50
8,99.00%,604,50,0,163,6,0,0,190,1,4,50
9,99.00%,226,15,0,43,1,0,0,132,2,4,50
10,99.00%,228,15,0,88,0,0,0,61,1,0,50
11,99.00%,330,41,0,130,5,0,0,89,0,0,50
12,99.00%,281,9,0,70,2,1,0,161,0,2,50
13,99.00%,434,32,1,109,3,1,0,98,1,3,50
14,99.00%,475,33,1,156,4,0,1,145,0,3,50
15,99.00%,375,44,1,128,2,0,0,119,0,2,50
16,99.00%,420,56,0,149,9,0,0,148,0,4,50
17,99.00%,490,52,2,195,8,0,0,154,1,1,50
18,99.00%,374,54,0,173,6,0,0,102,0,6,50
19,99.00%,423,59,0,168,3,1,0,164,0,1,50
20,99.00%,521,48,0,181,2,0,0,110,0,1,50
21,99.00%,434,44,0,159,1,0,0,151,0,0,50
22,99.00%,548,17,0,116,1,2,0,141,0,2,50
23,99.00%,443,8,0,121,0,0,1,216,2,4,50
24,99.00%,334,9,0,63,2,0,1,144,1,1,50
25,99.00%,414,14,0,89,0,2,0,107,0,1,50
26,99.00%,542,19,0,106,0,0,0,253,3,5,50
27,99.00%,344,21,1,61,4,1,1,262,0,0,50
28,99.00%,222,7,1,51,0,0,0,79,0,0,50
29,99.00%,362,24,2,52,1,1,0,306,0,6,50
30,99.00%,366,9,0,53,1,4,2,252,0,4,50
31,99.00%,288,5,0,52,0,1,0,150,0,3,50
32,99.00%,241,2,0,46,1,2,0,178,0,2,50
33,99.00%,229,13,1,38,0,11,0,345,0,14,50
34,99.00%,269,13,0,70,1,6,0,332,0,0,50
35,99.00%,80,27,1,6,0,9,1,287,0,3,50
36,99.00%,45,27,1,6,0,7,0,174,0,2,50
37,99.00%,49,13,0,4,1,7,0,376,1,2,50
38,99.00%,134,23,0,14,0,6,0,199,0,2,50
39,99.00%,24,9,2,6,0,12,0,226,0,1,50
40,99.00%,83,16,1,16,0,8,2,308,0,4,50
41,99.00%,124,8,0,23,0,2,2,176,0,0,50
42,99.00%,53,16,0,11,1,11,0,266,0,2,50
43,99.00%,13,10,1,2,1,11,0,265,1,6,50
44,99.00%,96,14,0,19,0,22,0,388,0,6,50
45,99.00%,19,9,1,5,3,10,0,456,0,6,50
46,99.00%,61,14,0,7,1,20,0,416,0,5,50
47,99.00%,6,12,0,0,1,18,1,340,0,2,50
48,99.00%,7,6,0,1,1,10,0,334,0,7,50
49,99.00%,6,8,0,0,0,17,0,278,0,4,50
50,99.00%,288,9,1,54,2,4,0,191,0,1,50
51,99.00%,365,9,0,80,1,3,0,131,0,2,50
52,99.00%,492,14,0,94,2,1,1,128,0,4,50
53,99.00%,424,19,0,79,3,1,0,193,1,1,50
54,99.00%,287,8,0,41,0,0,0,73,0,0,50
55,99.00%,141,5,0,25,0,0,0,50,0,0,50
56,99.00%,581,17,1,151,1,2,1,158,1,3,50
57,99.00%,644,34,0,201,2,0,0,140,0,2,50
58,99.00%,511,34,0,142,4,0,1,161,3,7,50
59,99.00%,533,34,0,168,1,1,0,178,1,5,50
60,99.00%,410,26,1,116,2,1,0,171,0,5,50
61,99.00%,549,22,0,176,1,2,1,157,0,4,50
62,99.00%,436,23,0,141,3,0,1,102,0,1,50
63,99.00%,432,24,0,138,3,0,0,95,1,1,50
64,99.00%,7,0,0,0,0,0,0,0,0,0,50
65,99.00%,254,8,1,36,1,0,0,103,3,0,50
66,99.00%,407,3,0,87,1,0,0,132,0,4,50
67,99.00%,0,0,0,0,0,0,0,0,0,0,50
68,99.00%,0,0,0,0,0,0,0,0,0,0,50
1,99.00%,153,30,2,43,3,0,0,105,1,0,51
2,99.00%,196,27,1,42,5,1,0,67,1,0,51
3,99.00%,67,44,0,5,3,2,0,196,0,0,51
4,99.00%,63,37,0,8,4,0,0,194,0,1,51
5,99.00%,103,33,0,24,6,0,0,94,0,0,51
6,99.00%,202,25,1,42,1,3,0,121,0,1,51
7,99.00%,242,33,1,59,2,2,0,133,0,1,51
8,99.00%,240,35,2,55,5,1,0,131,1,0,51
9,99.00%,192,42,2,44,0,3,1,134,0,2,51
10,99.00%,132,32,0,22,2,1,0,93,0,0,51
11,99.00%,214,22,2,54,2,0,0,135,3,1,51
12,99.00%,143,25,1,27,3,2,0,106,0,0,51
13,99.00%,251,25,0,70,1,3,0,119,0,0,51
14,99.00%,200,30,2,44,2,1,0,152,0,1,51
15,99.00%,221,40,1,54,0,1,0,155,1,0,51
16,99.00%,250,50,1,60,2,1,0,137,0,0,51
17,99.00%,203,19,1,94,1,1,0,119,0,6,51
18,99.00%,337,22,0,157,0,0,0,147,1,3,51
19,99.00%,276,27,1,95,6,2,0,128,0,5,51
20,99.00%,238,21,2,81,4,0,0,115,0,0,51
21,99.00%,478,48,0,169,5,1,1,180,0,3,51
22,99.00%,495,33,0,188,5,0,0,132,0,1,51
23,99.00%,338,14,1,137,6,0,0,46,0,4,51
24,99.00%,414,24,0,178,1,0,0,140,1,2,51
25,99.00%,279,6,0,133,1,0,0,77,0,5,51
26,99.00%,491,23,0,187,1,1,0,117,0,3,51
27,99.00%,128,7,0,45,0,0,2,42,0,0,51
28,90.00%,592,24,2,255,4,2,0,153,1,10,51
29,99.00%,586,30,0,189,6,3,1,252,0,5,51
30,99.00%,130,4,0,40,1,0,0,39,0,0,51
31,99.00%,53,13,0,21,1,2,0,51,0,0,51
32,99.00%,85,1,0,15,0,0,0,48,1,0,51
33,99.00%,358,16,2,123,2,1,0,100,0,4,51
34,99.00%,177,7,0,30,0,4,0,132,0,0,51
35,99.00%,155,9,3,44,3,0,2,77,0,0,51
36,99.00%,237,10,1,75,2,2,1,76,0,2,51
37,99.00%,93,11,3,18,1,1,0,115,0,0,51
38,99.00%,146,13,0,18,2,1,1,102,0,0,51
39,99.00%,59,12,0,7,3,0,0,24,1,0,51
40,99.00%,373,17,0,172,3,0,1,121,2,3,51
41,99.00%,311,15,0,173,1,0,0,96,0,2,51
42,99.00%,470,20,0,229,5,0,0,126,0,3,51
43,99.00%,210,56,0,55,2,0,2,165,1,1,51
44,99.00%,375,47,4,185,2,6,0,147,0,3,51
45,99.00%,279,27,1,114,4,2,0,111,1,2,51
46,99.00%,205,15,1,54,0,1,0,95,0,2,51
47,99.00%,231,24,1,55,2,3,2,155,0,0,51
48,99.00%,71,13,0,36,2,0,0,63,0,0,51
49,99.00%,88,10,1,24,1,3,0,84,1,0,51
50,99.00%,66,12,0,8,3,6,0,199,1,2,51
51,99.00%,100,23,0,14,1,2,0,227,0,2,51
52,99.00%,208,26,1,70,4,2,1,189,0,2,51
53,99.00%,121,20,1,18,0,2,0,373,0,4,51
54,99.00%,0,0,0,0,0,0,0,0,0,0,51
1,99.00%,8,5,0,2,0,11,1,272,0,4,52
2,99.00%,382,14,0,83,2,2,1,129,0,3,52
3,99.00%,90,0,0,17,0,0,0,20,0,1,52
4,99.00%,2,0,0,0,0,0,0,0,0,0,52
5,99.00%,328,10,0,71,2,0,0,107,0,3,52
6,99.00%,452,7,0,56,0,0,0,401,2,3,52
7,99.00%,334,7,0,48,4,2,0,288,3,6,52
8,99.00%,317,2,0,39,0,0,1,271,0,2,52
9,99.00%,332,14,0,75,7,2,1,260,2,3,52
10,99.00%,423,23,2,127,5,3,2,315,0,10,52
11,99.00%,577,13,0,109,0,1,1,100,0,1,52
12,99.00%,465,16,1,101,1,0,0,149,3,3,52
13,91.67%,43,3,0,13,2,0,0,10,0,0,52
14,99.00%,322,20,0,92,2,0,0,246,6,5,52
15,99.00%,329,16,0,74,1,2,0,260,3,0,52
16,99.00%,513,15,0,90,0,2,0,359,7,16,52
17,99.00%,475,15,2,86,3,1,0,319,3,7,52
18,99.00%,379,26,0,89,2,2,1,337,4,6,52
19,99.00%,284,15,0,84,1,0,1,105,0,3,52
20,99.00%,449,15,0,93,2,1,0,276,4,5,52
21,99.00%,533,15,1,113,1,2,0,333,3,5,52
22,99.00%,511,23,1,117,3,1,0,309,2,7,52
23,99.00%,417,10,1,108,2,3,0,223,3,4,52
24,99.00%,450,8,0,87,1,0,0,339,2,4,52
25,99.00%,526,11,0,118,0,0,1,271,5,1,52
26,99.00%,375,8,0,96,2,2,1,223,2,5,52
27,99.00%,187,6,0,46,0,0,1,28,0,0,52
28,99.00%,366,7,0,105,0,0,0,128,0,4,52
29,99.00%,529,11,2,127,1,1,0,129,1,4,52
30,99.00%,448,16,0,90,0,0,1,141,1,4,52
31,99.00%,336,6,0,83,0,4,0,164,3,6,52
32,99.00%,397,11,0,84,0,2,0,194,1,6,52
33,99.00%,155,3,0,37,1,1,1,69,1,2,52
34,99.00%,309,11,1,84,6,1,0,183,1,5,52
35,99.00%,298,7,1,89,1,0,0,133,1,6,52
36,99.00%,466,9,0,102,1,1,0,226,1,8,52
37,99.00%,365,15,0,94,2,0,0,149,0,8,52
38,99.00%,251,4,0,42,0,0,0,58,0,0,52
39,99.00%,445,11,0,122,2,2,0,198,1,4,52
40,99.00%,469,7,1,138,0,3,0,142,1,5,52
41,99.00%,425,10,0,125,1,2,0,127,2,2,52
42,99.00%,590,15,0,133,6,2,0,190,1,8,52
43,99.00%,307,21,0,123,2,0,0,130,2,3,52
44,99.00%,382,22,1,112,3,0,0,203,0,3,52
45,99.00%,419,15,0,123,1,3,0,168,0,1,52
46,99.00%,386,12,1,95,0,0,1,230,5,4,52
47,88.89%,450,13,0,127,0,0,0,202,2,2,52
48,99.00%,411,15,0,133,2,2,0,217,1,9,52
49,88.89%,439,26,0,152,6,1,2,239,2,5,52
50,88.89%,486,31,1,155,1,1,1,256,0,2,52
51,99.00%,182,6,0,51,2,1,0,81,0,1,52
52,99.00%,342,12,0,117,2,0,0,124,1,6,52
53,99.00%,297,6,0,102,2,1,0,72,2,1,52
54,99.00%,413,14,1,126,2,0,0,183,1,6,52
55,99.00%,121,6,0,23,0,2,1,96,0,3,52
56,99.00%,108,11,0,13,2,2,1,72,0,1,52
57,99.00%,384,11,1,106,0,0,0,84,1,5,52
58,99.00%,211,3,1,66,0,1,0,52,0,2,52
59,99.00%,278,19,1,64,0,2,0,116,3,1,52
60,99.00%,437,16,2,129,2,1,0,125,0,2,52
61,88.89%,460,13,0,127,4,6,1,239,1,9,52
62,90.00%,484,20,0,147,2,1,0,119,1,3,52
63,88.89%,475,18,1,138,3,0,0,187,1,5,52
