"ED","CD","SD","AD","ADED"
2,6,12,30,"AD: 30 ED: 002"
52,7,15,38,"AD: 38 ED: 052"
70,6,15,28,"AD: 28 ED: 070"
5,3,11,26,"AD: 26 ED: 005"
11,6,13,39,"AD: 39 ED: 011"
36,6,16,40,"AD: 40 ED: 036"
61,7,15,23,"AD: 23 ED: 061"
41,7,12,37,"AD: 37 ED: 041"
42,3,16,40,"AD: 40 ED: 042"
43,5,15,38,"AD: 38 ED: 043"
33,6,11,24,"AD: 24 ED: 033"
53,6,13,34,"AD: 34 ED: 053"
61,5,10,29,"AD: 29 ED: 061"
26,6,12,30,"AD: 30 ED: 026"
17,7,15,28,"AD: 28 ED: 017"
29,7,12,30,"AD: 30 ED: 029"
62,5,10,29,"AD: 29 ED: 062"
34,6,12,37,"AD: 37 ED: 034"
30,6,16,26,"AD: 26 ED: 030"
11,5,14,32,"AD: 32 ED: 011"
74,6,12,28,"AD: 28 ED: 074"
38,7,12,37,"AD: 37 ED: 038"
19,5,10,31,"AD: 31 ED: 019"
47,14,11,35,"AD: 35 ED: 047"
50,6,13,35,"AD: 35 ED: 050"
57,7,12,30,"AD: 30 ED: 057"
67,7,12,37,"AD: 37 ED: 067"
65,5,14,33,"AD: 33 ED: 065"
14,11,24,64,"AD: 64 ED: 014"
3,11,24,62,"AD: 62 ED: 003"
12,11,24,63,"AD: 63 ED: 012"
15,11,24,64,"AD: 64 ED: 015"
27,11,24,62,"AD: 62 ED: 027"
10,11,24,64,"AD: 64 ED: 010"
36,11,23,63,"AD: 63 ED: 036"
12,11,24,62,"AD: 62 ED: 012"
16,11,24,64,"AD: 64 ED: 016"
9,11,24,64,"AD: 64 ED: 009"
54,11,24,63,"AD: 63 ED: 054"
38,11,24,64,"AD: 64 ED: 038"
7,11,24,62,"AD: 62 ED: 007"
3,11,24,64,"AD: 64 ED: 003"
24,11,24,63,"AD: 63 ED: 024"
26,11,24,63,"AD: 63 ED: 026"
42,11,23,64,"AD: 64 ED: 042"
6,11,23,63,"AD: 63 ED: 006"
40,11,24,62,"AD: 62 ED: 040"
39,11,24,62,"AD: 62 ED: 039"
12,11,24,64,"AD: 64 ED: 012"
28,11,24,62,"AD: 62 ED: 028"
56,11,24,62,"AD: 62 ED: 056"
44,11,24,61,"AD: 61 ED: 044"
12,11,23,61,"AD: 61 ED: 012"
9,11,24,62,"AD: 62 ED: 009"
26,11,24,62,"AD: 62 ED: 026"
11,11,23,61,"AD: 61 ED: 011"
18,11,24,63,"AD: 63 ED: 018"
35,11,24,64,"AD: 64 ED: 035"
32,11,23,64,"AD: 64 ED: 032"
18,11,23,61,"AD: 61 ED: 018"
15,11,24,63,"AD: 63 ED: 015"
5,11,24,62,"AD: 62 ED: 005"
17,11,23,61,"AD: 61 ED: 017"
53,11,24,63,"AD: 63 ED: 053"
16,11,24,62,"AD: 62 ED: 016"
41,11,24,61,"AD: 61 ED: 041"
22,11,24,62,"AD: 62 ED: 022"
44,11,23,64,"AD: 64 ED: 044"
17,11,24,62,"AD: 62 ED: 017"
15,11,24,62,"AD: 62 ED: 015"
34,11,24,64,"AD: 64 ED: 034"
49,11,24,63,"AD: 63 ED: 049"
24,11,24,62,"AD: 62 ED: 024"
39,11,24,64,"AD: 64 ED: 039"
50,11,24,62,"AD: 62 ED: 050"
31,11,23,61,"AD: 61 ED: 031"
60,11,24,62,"AD: 62 ED: 060"
23,11,23,61,"AD: 61 ED: 023"
62,11,24,62,"AD: 62 ED: 062"
31,11,24,63,"AD: 63 ED: 031"
43,11,24,61,"AD: 61 ED: 043"
32,11,24,62,"AD: 62 ED: 032"
68,11,24,63,"AD: 63 ED: 068"
56,11,24,63,"AD: 63 ED: 056"
48,11,24,61,"AD: 61 ED: 048"
14,11,24,63,"AD: 63 ED: 014"
46,11,24,62,"AD: 62 ED: 046"
43,11,23,63,"AD: 63 ED: 043"
10,11,24,62,"AD: 62 ED: 010"
18,11,24,62,"AD: 62 ED: 018"
29,11,24,62,"AD: 62 ED: 029"
6,11,24,64,"AD: 64 ED: 006"
10,11,24,63,"AD: 63 ED: 010"
20,11,24,62,"AD: 62 ED: 020"
5,11,24,61,"AD: 61 ED: 005"
13,11,24,64,"AD: 64 ED: 013"
23,11,24,62,"AD: 62 ED: 023"
48,11,24,63,"AD: 63 ED: 048"
1,11,23,63,"AD: 63 ED: 001"
18,11,24,64,"AD: 64 ED: 018"
48,11,24,64,"AD: 64 ED: 048"
57,11,24,62,"AD: 62 ED: 057"
22,11,23,61,"AD: 61 ED: 022"
2,11,24,62,"AD: 62 ED: 002"
46,11,24,61,"AD: 61 ED: 046"
11,11,24,64,"AD: 64 ED: 011"
33,11,24,63,"AD: 63 ED: 033"
2,11,24,64,"AD: 64 ED: 002"
4,11,24,62,"AD: 62 ED: 004"
9,11,23,61,"AD: 61 ED: 009"
32,11,24,63,"AD: 63 ED: 032"
27,11,24,63,"AD: 63 ED: 027"
34,11,24,63,"AD: 63 ED: 034"
42,11,24,62,"AD: 62 ED: 042"
7,11,23,63,"AD: 63 ED: 007"
37,11,24,62,"AD: 62 ED: 037"
5,11,23,63,"AD: 63 ED: 005"
59,11,24,62,"AD: 62 ED: 059"
35,11,24,62,"AD: 62 ED: 035"
11,11,24,62,"AD: 62 ED: 011"
36,11,24,62,"AD: 62 ED: 036"
35,11,24,63,"AD: 63 ED: 035"
25,11,24,62,"AD: 62 ED: 025"
43,11,23,64,"AD: 64 ED: 043"
61,11,24,63,"AD: 63 ED: 061"
29,11,23,61,"AD: 61 ED: 029"
25,11,24,63,"AD: 63 ED: 025"
43,11,24,62,"AD: 62 ED: 043"
37,11,23,64,"AD: 64 ED: 037"
30,11,23,64,"AD: 64 ED: 030"
41,11,23,63,"AD: 63 ED: 041"
69,11,23,63,"AD: 63 ED: 069"
21,11,24,62,"AD: 62 ED: 021"
42,11,24,61,"AD: 61 ED: 042"
35,11,23,61,"AD: 61 ED: 035"
23,11,24,63,"AD: 63 ED: 023"
1,11,24,64,"AD: 64 ED: 001"
17,11,24,64,"AD: 64 ED: 017"
32,11,23,61,"AD: 61 ED: 032"
46,11,24,63,"AD: 63 ED: 046"
51,11,24,62,"AD: 62 ED: 051"
50,11,23,64,"AD: 64 ED: 050"
20,11,24,64,"AD: 64 ED: 020"
30,11,24,62,"AD: 62 ED: 030"
34,11,24,62,"AD: 62 ED: 034"
13,11,24,62,"AD: 62 ED: 013"
21,11,24,63,"AD: 63 ED: 021"
59,11,24,63,"AD: 63 ED: 059"
8,11,24,64,"AD: 64 ED: 008"
55,11,24,63,"AD: 63 ED: 055"
44,11,24,62,"AD: 62 ED: 044"
48,11,24,62,"AD: 62 ED: 048"
45,11,23,64,"AD: 64 ED: 045"
22,11,24,63,"AD: 63 ED: 022"
54,11,24,62,"AD: 62 ED: 054"
5,11,24,64,"AD: 64 ED: 005"
39,11,23,61,"AD: 61 ED: 039"
42,11,23,63,"AD: 63 ED: 042"
45,11,24,61,"AD: 61 ED: 045"
6,11,23,61,"AD: 61 ED: 006"
34,11,23,61,"AD: 61 ED: 034"
28,11,24,64,"AD: 64 ED: 028"
49,11,24,62,"AD: 62 ED: 049"
36,11,23,61,"AD: 61 ED: 036"
62,11,24,63,"AD: 63 ED: 062"
40,11,23,63,"AD: 63 ED: 040"
61,11,24,62,"AD: 62 ED: 061"
8,11,24,62,"AD: 62 ED: 008"
17,11,24,63,"AD: 63 ED: 017"
33,11,23,61,"AD: 61 ED: 033"
26,11,24,61,"AD: 61 ED: 026"
29,11,24,63,"AD: 63 ED: 029"
37,11,23,63,"AD: 63 ED: 037"
58,11,24,62,"AD: 62 ED: 058"
41,11,24,62,"AD: 62 ED: 041"
4,11,23,61,"AD: 61 ED: 004"
55,11,24,62,"AD: 62 ED: 055"
19,11,24,62,"AD: 62 ED: 019"
16,11,23,63,"AD: 63 ED: 016"
13,11,24,63,"AD: 63 ED: 013"
31,11,23,64,"AD: 64 ED: 031"
53,11,24,62,"AD: 62 ED: 053"
24,11,24,64,"AD: 64 ED: 024"
46,11,23,64,"AD: 64 ED: 046"
52,11,24,62,"AD: 62 ED: 052"
36,11,23,64,"AD: 64 ED: 036"
22,11,24,64,"AD: 64 ED: 022"
21,11,23,61,"AD: 61 ED: 021"
51,11,24,63,"AD: 63 ED: 051"
64,11,24,63,"AD: 63 ED: 064"
52,11,24,63,"AD: 63 ED: 052"
21,11,24,64,"AD: 64 ED: 021"
38,11,24,62,"AD: 62 ED: 038"
19,11,23,61,"AD: 61 ED: 019"
66,11,24,63,"AD: 63 ED: 066"
65,11,24,63,"AD: 63 ED: 065"
7,11,24,64,"AD: 64 ED: 007"
28,11,24,63,"AD: 63 ED: 028"
33,11,24,62,"AD: 62 ED: 033"
45,11,24,63,"AD: 63 ED: 045"
23,11,24,64,"AD: 64 ED: 023"
3,11,23,63,"AD: 63 ED: 003"
14,11,24,62,"AD: 62 ED: 014"
10,11,23,61,"AD: 61 ED: 010"
24,11,23,61,"AD: 61 ED: 024"
8,11,24,63,"AD: 63 ED: 008"
45,11,24,62,"AD: 62 ED: 045"
1,11,24,62,"AD: 62 ED: 001"
20,11,24,63,"AD: 63 ED: 020"
47,11,24,63,"AD: 63 ED: 047"
31,11,24,62,"AD: 62 ED: 031"
29,11,24,64,"AD: 64 ED: 029"
39,11,23,63,"AD: 63 ED: 039"
60,11,24,63,"AD: 63 ED: 060"
4,11,24,64,"AD: 64 ED: 004"
27,11,24,64,"AD: 64 ED: 027"
3,11,23,61,"AD: 61 ED: 003"
13,11,23,61,"AD: 61 ED: 013"
38,11,23,61,"AD: 61 ED: 038"
47,11,23,64,"AD: 64 ED: 047"
30,11,24,63,"AD: 63 ED: 030"
57,11,24,63,"AD: 63 ED: 057"
7,11,23,61,"AD: 61 ED: 007"
4,11,23,63,"AD: 63 ED: 004"
27,11,24,61,"AD: 61 ED: 027"
6,11,24,62,"AD: 62 ED: 006"
11,11,24,63,"AD: 63 ED: 011"
41,11,23,64,"AD: 64 ED: 041"
63,11,24,63,"AD: 63 ED: 063"
26,11,23,64,"AD: 64 ED: 026"
30,11,23,61,"AD: 61 ED: 030"
37,11,23,61,"AD: 61 ED: 037"
40,11,24,61,"AD: 61 ED: 040"
28,11,23,61,"AD: 61 ED: 028"
38,11,23,63,"AD: 63 ED: 038"
47,11,24,62,"AD: 62 ED: 047"
19,11,24,64,"AD: 64 ED: 019"
9,11,23,63,"AD: 63 ED: 009"
1,11,23,61,"AD: 61 ED: 001"
2,11,23,61,"AD: 61 ED: 002"
20,11,23,61,"AD: 61 ED: 020"
67,11,23,63,"AD: 63 ED: 067"
40,11,23,64,"AD: 64 ED: 040"
14,11,23,61,"AD: 61 ED: 014"
47,11,24,61,"AD: 61 ED: 047"
15,11,23,61,"AD: 61 ED: 015"
2,11,23,63,"AD: 63 ED: 002"
58,11,24,63,"AD: 63 ED: 058"
16,11,23,61,"AD: 61 ED: 016"
25,11,24,64,"AD: 64 ED: 025"
33,11,23,64,"AD: 64 ED: 033"
49,11,23,64,"AD: 64 ED: 049"
19,11,24,63,"AD: 63 ED: 019"
44,11,24,63,"AD: 63 ED: 044"
25,11,23,61,"AD: 61 ED: 025"
50,11,24,63,"AD: 63 ED: 050"
51,11,24,64,"AD: 64 ED: 051"
