"ED","CD","SD","AD","ADED"
29,9,17,47,"AD: 47 ED: 029"
41,8,19,60,"AD: 60 ED: 041"
50,9,21,42,"AD: 42 ED: 050"
9,9,20,42,"AD: 42 ED: 009"
9,11,26,46,"AD: 46 ED: 009"
23,7,18,53,"AD: 53 ED: 023"
47,10,26,52,"AD: 52 ED: 047"
5,10,26,52,"AD: 52 ED: 005"
32,8,25,56,"AD: 56 ED: 032"
52,11,17,47,"AD: 47 ED: 052"
50,8,23,45,"AD: 45 ED: 050"
41,10,20,51,"AD: 51 ED: 041"
10,7,25,57,"AD: 57 ED: 010"
43,9,20,43,"AD: 43 ED: 043"
54,10,26,52,"AD: 52 ED: 054"
21,9,22,41,"AD: 41 ED: 021"
39,9,22,48,"AD: 48 ED: 039"
33,8,19,55,"AD: 55 ED: 033"
82,10,20,52,"AD: 52 ED: 082"
23,10,26,52,"AD: 52 ED: 023"
23,7,25,57,"AD: 57 ED: 023"
39,10,26,52,"AD: 52 ED: 039"
53,10,22,51,"AD: 51 ED: 053"
48,8,22,41,"AD: 41 ED: 048"
34,8,21,59,"AD: 59 ED: 034"
25,9,21,58,"AD: 58 ED: 025"
11,8,25,56,"AD: 56 ED: 011"
49,10,17,51,"AD: 51 ED: 049"
39,9,21,58,"AD: 58 ED: 039"
63,9,20,43,"AD: 43 ED: 063"
5,8,19,59,"AD: 59 ED: 005"
18,11,17,47,"AD: 47 ED: 018"
25,9,21,59,"AD: 59 ED: 025"
57,8,20,56,"AD: 56 ED: 057"
32,8,22,45,"AD: 45 ED: 032"
41,7,18,50,"AD: 50 ED: 041"
54,9,25,57,"AD: 57 ED: 054"
42,9,21,58,"AD: 58 ED: 042"
56,8,25,56,"AD: 56 ED: 056"
60,7,25,54,"AD: 54 ED: 060"
42,8,25,55,"AD: 55 ED: 042"
24,10,26,51,"AD: 51 ED: 024"
53,8,21,59,"AD: 59 ED: 053"
36,8,22,45,"AD: 45 ED: 036"
55,9,20,57,"AD: 57 ED: 055"
14,9,21,42,"AD: 42 ED: 014"
41,9,21,42,"AD: 42 ED: 041"
62,8,19,60,"AD: 60 ED: 062"
19,9,20,43,"AD: 43 ED: 019"
28,9,20,43,"AD: 43 ED: 028"
50,10,17,51,"AD: 51 ED: 050"
11,7,59,50,"AD: 50 ED: 011"
63,9,21,44,"AD: 44 ED: 063"
53,8,22,41,"AD: 41 ED: 053"
11,11,17,47,"AD: 47 ED: 011"
5,10,26,51,"AD: 51 ED: 005"
59,9,20,55,"AD: 55 ED: 059"
69,8,23,46,"AD: 46 ED: 069"
20,9,20,43,"AD: 43 ED: 020"
25,10,20,51,"AD: 51 ED: 025"
2,9,22,45,"AD: 45 ED: 002"
43,7,18,53,"AD: 53 ED: 043"
62,9,21,44,"AD: 44 ED: 062"
42,8,19,60,"AD: 60 ED: 042"
44,11,17,47,"AD: 47 ED: 044"
31,11,17,49,"AD: 49 ED: 031"
24,10,26,52,"AD: 52 ED: 024"
59,8,19,58,"AD: 58 ED: 059"
15,9,21,42,"AD: 42 ED: 015"
58,9,20,56,"AD: 56 ED: 058"
32,10,26,51,"AD: 51 ED: 032"
32,9,20,43,"AD: 43 ED: 032"
45,8,23,46,"AD: 46 ED: 045"
58,9,20,43,"AD: 43 ED: 058"
49,11,17,47,"AD: 47 ED: 049"
41,7,18,53,"AD: 53 ED: 041"
86,10,20,52,"AD: 52 ED: 086"
29,7,18,54,"AD: 54 ED: 029"
39,7,18,54,"AD: 54 ED: 039"
31,8,25,56,"AD: 56 ED: 031"
51,10,26,52,"AD: 52 ED: 051"
6,10,26,51,"AD: 51 ED: 006"
15,8,19,60,"AD: 60 ED: 015"
61,9,20,55,"AD: 55 ED: 061"
12,7,25,57,"AD: 57 ED: 012"
16,7,18,53,"AD: 53 ED: 016"
27,11,17,49,"AD: 49 ED: 027"
38,7,18,50,"AD: 50 ED: 038"
39,11,17,47,"AD: 47 ED: 039"
64,9,20,43,"AD: 43 ED: 064"
6,9,20,43,"AD: 43 ED: 006"
7,7,25,56,"AD: 56 ED: 007"
10,9,22,48,"AD: 48 ED: 010"
69,9,21,44,"AD: 44 ED: 069"
26,10,20,44,"AD: 44 ED: 026"
48,7,18,54,"AD: 54 ED: 048"
33,10,26,51,"AD: 51 ED: 033"
17,9,22,45,"AD: 45 ED: 017"
27,10,20,44,"AD: 44 ED: 027"
22,7,18,54,"AD: 54 ED: 022"
32,8,19,55,"AD: 55 ED: 032"
14,9,20,43,"AD: 43 ED: 014"
15,11,17,47,"AD: 47 ED: 015"
8,10,26,52,"AD: 52 ED: 008"
34,8,25,57,"AD: 57 ED: 034"
46,8,22,41,"AD: 41 ED: 046"
35,10,20,44,"AD: 44 ED: 035"
24,9,17,47,"AD: 47 ED: 024"
12,7,59,50,"AD: 50 ED: 012"
25,9,22,45,"AD: 45 ED: 025"
21,7,25,57,"AD: 57 ED: 021"
32,7,18,53,"AD: 53 ED: 032"
36,8,19,60,"AD: 60 ED: 036"
15,7,59,50,"AD: 50 ED: 015"
55,9,21,44,"AD: 44 ED: 055"
25,8,25,56,"AD: 56 ED: 025"
34,11,17,49,"AD: 49 ED: 034"
61,9,20,57,"AD: 57 ED: 061"
29,9,22,48,"AD: 48 ED: 029"
49,7,18,54,"AD: 54 ED: 049"
53,8,19,60,"AD: 60 ED: 053"
55,8,20,56,"AD: 56 ED: 055"
49,9,22,44,"AD: 44 ED: 049"
10,11,17,47,"AD: 47 ED: 010"
31,8,22,45,"AD: 45 ED: 031"
27,8,22,45,"AD: 45 ED: 027"
8,10,25,44,"AD: 44 ED: 008"
59,8,23,41,"AD: 41 ED: 059"
31,10,26,52,"AD: 52 ED: 031"
13,8,19,54,"AD: 54 ED: 013"
5,7,59,50,"AD: 50 ED: 005"
20,9,21,42,"AD: 42 ED: 020"
1,7,59,50,"AD: 50 ED: 001"
59,7,18,50,"AD: 50 ED: 059"
19,7,18,53,"AD: 53 ED: 019"
16,7,59,50,"AD: 50 ED: 016"
58,9,17,44,"AD: 44 ED: 058"
48,7,18,53,"AD: 53 ED: 048"
2,9,21,42,"AD: 42 ED: 002"
51,7,18,53,"AD: 53 ED: 051"
10,7,59,50,"AD: 50 ED: 010"
28,9,21,42,"AD: 42 ED: 028"
27,7,18,53,"AD: 53 ED: 027"
10,9,22,45,"AD: 45 ED: 010"
49,9,20,43,"AD: 43 ED: 049"
20,7,18,53,"AD: 53 ED: 020"
37,8,22,45,"AD: 45 ED: 037"
44,7,59,53,"AD: 53 ED: 044"
50,8,25,56,"AD: 56 ED: 050"
2,7,25,56,"AD: 56 ED: 002"
23,9,21,42,"AD: 42 ED: 023"
24,7,59,50,"AD: 50 ED: 024"
62,7,18,53,"AD: 53 ED: 062"
40,7,18,50,"AD: 50 ED: 040"
44,8,22,45,"AD: 45 ED: 044"
56,10,26,52,"AD: 52 ED: 056"
30,10,20,44,"AD: 44 ED: 030"
7,9,22,45,"AD: 45 ED: 007"
5,9,21,41,"AD: 41 ED: 005"
67,10,26,52,"AD: 52 ED: 067"
20,8,19,60,"AD: 60 ED: 020"
28,10,26,52,"AD: 52 ED: 028"
39,8,23,45,"AD: 45 ED: 039"
13,7,18,53,"AD: 53 ED: 013"
66,7,59,50,"AD: 50 ED: 066"
3,9,21,42,"AD: 42 ED: 003"
77,10,26,44,"AD: 44 ED: 077"
26,9,20,43,"AD: 43 ED: 026"
62,9,22,41,"AD: 41 ED: 062"
38,11,17,47,"AD: 47 ED: 038"
19,7,59,50,"AD: 50 ED: 019"
58,9,20,57,"AD: 57 ED: 058"
56,7,18,50,"AD: 50 ED: 056"
39,8,19,60,"AD: 60 ED: 039"
37,10,26,51,"AD: 51 ED: 037"
35,9,21,41,"AD: 41 ED: 035"
52,7,59,50,"AD: 50 ED: 052"
58,10,26,52,"AD: 52 ED: 058"
12,9,17,45,"AD: 45 ED: 012"
32,11,17,47,"AD: 47 ED: 032"
20,7,59,50,"AD: 50 ED: 020"
10,10,20,44,"AD: 44 ED: 010"
37,10,26,52,"AD: 52 ED: 037"
42,11,17,49,"AD: 49 ED: 042"
18,9,20,43,"AD: 43 ED: 018"
1,11,17,47,"AD: 47 ED: 001"
55,7,18,53,"AD: 53 ED: 055"
18,9,17,45,"AD: 45 ED: 018"
29,8,22,45,"AD: 45 ED: 029"
40,9,20,57,"AD: 57 ED: 040"
37,8,22,41,"AD: 41 ED: 037"
10,8,19,59,"AD: 59 ED: 010"
56,9,17,47,"AD: 47 ED: 056"
52,10,17,49,"AD: 49 ED: 052"
59,7,18,53,"AD: 53 ED: 059"
29,8,25,56,"AD: 56 ED: 029"
4,9,21,42,"AD: 42 ED: 004"
81,10,20,52,"AD: 52 ED: 081"
25,8,19,60,"AD: 60 ED: 025"
62,9,20,57,"AD: 57 ED: 062"
13,9,20,43,"AD: 43 ED: 013"
51,9,20,55,"AD: 55 ED: 051"
66,8,25,56,"AD: 56 ED: 066"
32,8,17,46,"AD: 46 ED: 032"
10,7,18,53,"AD: 53 ED: 010"
5,10,17,49,"AD: 49 ED: 005"
20,10,26,52,"AD: 52 ED: 020"
4,9,19,58,"AD: 58 ED: 004"
35,9,20,43,"AD: 43 ED: 035"
44,10,26,52,"AD: 52 ED: 044"
12,8,19,54,"AD: 54 ED: 012"
14,9,19,58,"AD: 58 ED: 014"
44,7,18,54,"AD: 54 ED: 044"
32,10,26,52,"AD: 52 ED: 032"
10,9,21,41,"AD: 41 ED: 010"
54,9,20,43,"AD: 43 ED: 054"
12,8,25,55,"AD: 55 ED: 012"
45,8,25,56,"AD: 56 ED: 045"
34,8,22,45,"AD: 45 ED: 034"
14,7,18,53,"AD: 53 ED: 014"
27,9,22,48,"AD: 48 ED: 027"
29,8,19,60,"AD: 60 ED: 029"
25,9,20,43,"AD: 43 ED: 025"
29,10,20,44,"AD: 44 ED: 029"
1,7,18,53,"AD: 53 ED: 001"
27,10,20,51,"AD: 51 ED: 027"
60,9,25,44,"AD: 44 ED: 060"
22,7,25,57,"AD: 57 ED: 022"
17,9,19,58,"AD: 58 ED: 017"
9,8,19,59,"AD: 59 ED: 009"
14,9,21,48,"AD: 48 ED: 014"
26,9,22,48,"AD: 48 ED: 026"
43,9,21,42,"AD: 42 ED: 043"
24,7,25,57,"AD: 57 ED: 024"
62,8,19,58,"AD: 58 ED: 062"
49,7,18,50,"AD: 50 ED: 049"
61,7,18,53,"AD: 53 ED: 061"
61,7,18,50,"AD: 50 ED: 061"
46,8,25,56,"AD: 56 ED: 046"
54,11,17,47,"AD: 47 ED: 054"
50,9,22,48,"AD: 48 ED: 050"
36,9,20,43,"AD: 43 ED: 036"
20,8,19,59,"AD: 59 ED: 020"
62,8,20,56,"AD: 56 ED: 062"
4,8,19,60,"AD: 60 ED: 004"
56,7,18,53,"AD: 53 ED: 056"
12,10,26,51,"AD: 51 ED: 012"
4,7,59,50,"AD: 50 ED: 004"
35,7,18,50,"AD: 50 ED: 035"
31,8,19,60,"AD: 60 ED: 031"
14,8,19,60,"AD: 60 ED: 014"
11,9,22,45,"AD: 45 ED: 011"
19,9,19,58,"AD: 58 ED: 019"
15,9,22,45,"AD: 45 ED: 015"
26,8,25,55,"AD: 55 ED: 026"
38,8,19,60,"AD: 60 ED: 038"
64,8,25,55,"AD: 55 ED: 064"
40,9,20,43,"AD: 43 ED: 040"
3,8,19,60,"AD: 60 ED: 003"
85,10,20,52,"AD: 52 ED: 085"
12,9,21,41,"AD: 41 ED: 012"
32,9,21,41,"AD: 41 ED: 032"
55,8,19,58,"AD: 58 ED: 055"
14,7,25,57,"AD: 57 ED: 014"
71,7,25,57,"AD: 57 ED: 071"
21,8,19,59,"AD: 59 ED: 021"
13,10,17,49,"AD: 49 ED: 013"
42,7,18,50,"AD: 50 ED: 042"
29,9,21,42,"AD: 42 ED: 029"
6,10,22,48,"AD: 48 ED: 006"
57,10,26,52,"AD: 52 ED: 057"
50,8,19,60,"AD: 60 ED: 050"
31,9,21,42,"AD: 42 ED: 031"
8,7,25,57,"AD: 57 ED: 008"
65,9,20,57,"AD: 57 ED: 065"
6,9,21,41,"AD: 41 ED: 006"
3,9,20,58,"AD: 58 ED: 003"
19,7,18,54,"AD: 54 ED: 019"
16,8,19,60,"AD: 60 ED: 016"
34,10,20,44,"AD: 44 ED: 034"
6,9,22,45,"AD: 45 ED: 006"
62,9,20,43,"AD: 43 ED: 062"
61,8,19,54,"AD: 54 ED: 061"
23,10,20,44,"AD: 44 ED: 023"
33,8,25,56,"AD: 56 ED: 033"
25,7,18,53,"AD: 53 ED: 025"
17,9,20,43,"AD: 43 ED: 017"
37,8,25,56,"AD: 56 ED: 037"
30,7,18,54,"AD: 54 ED: 030"
27,7,18,54,"AD: 54 ED: 027"
6,8,25,55,"AD: 55 ED: 006"
8,8,25,56,"AD: 56 ED: 008"
36,8,25,57,"AD: 57 ED: 036"
52,9,19,58,"AD: 58 ED: 052"
16,9,19,58,"AD: 58 ED: 016"
32,9,22,48,"AD: 48 ED: 032"
21,7,18,53,"AD: 53 ED: 021"
35,8,25,57,"AD: 57 ED: 035"
25,8,25,55,"AD: 55 ED: 025"
60,9,20,55,"AD: 55 ED: 060"
9,7,19,54,"AD: 54 ED: 009"
25,9,21,42,"AD: 42 ED: 025"
50,9,22,44,"AD: 44 ED: 050"
29,9,22,41,"AD: 41 ED: 029"
24,8,25,56,"AD: 56 ED: 024"
40,9,22,48,"AD: 48 ED: 040"
4,9,20,43,"AD: 43 ED: 004"
16,8,25,55,"AD: 55 ED: 016"
6,9,21,42,"AD: 42 ED: 006"
22,9,19,58,"AD: 58 ED: 022"
51,8,19,60,"AD: 60 ED: 051"
49,9,25,55,"AD: 55 ED: 049"
63,9,20,56,"AD: 56 ED: 063"
52,8,23,46,"AD: 46 ED: 052"
22,8,19,60,"AD: 60 ED: 022"
9,9,21,41,"AD: 41 ED: 009"
4,9,21,41,"AD: 41 ED: 004"
31,9,21,59,"AD: 59 ED: 031"
47,9,21,42,"AD: 42 ED: 047"
41,7,18,54,"AD: 54 ED: 041"
24,7,18,54,"AD: 54 ED: 024"
50,7,18,50,"AD: 50 ED: 050"
52,10,22,48,"AD: 48 ED: 052"
18,7,19,54,"AD: 54 ED: 018"
35,9,21,42,"AD: 42 ED: 035"
25,7,18,54,"AD: 54 ED: 025"
14,8,19,54,"AD: 54 ED: 014"
14,8,19,59,"AD: 59 ED: 014"
49,8,25,57,"AD: 57 ED: 049"
54,8,20,56,"AD: 56 ED: 054"
9,8,25,55,"AD: 55 ED: 009"
64,9,20,56,"AD: 56 ED: 064"
35,9,21,58,"AD: 58 ED: 035"
40,9,21,58,"AD: 58 ED: 040"
34,9,21,58,"AD: 58 ED: 034"
8,8,19,59,"AD: 59 ED: 008"
16,9,20,43,"AD: 43 ED: 016"
18,9,19,58,"AD: 58 ED: 018"
9,9,20,58,"AD: 58 ED: 009"
8,7,19,54,"AD: 54 ED: 008"
33,8,25,57,"AD: 57 ED: 033"
50,8,25,57,"AD: 57 ED: 050"
28,8,21,59,"AD: 59 ED: 028"
73,10,26,44,"AD: 44 ED: 073"
36,8,25,55,"AD: 55 ED: 036"
80,9,21,44,"AD: 44 ED: 080"
36,7,18,53,"AD: 53 ED: 036"
55,10,26,52,"AD: 52 ED: 055"
1,7,19,54,"AD: 54 ED: 001"
43,8,25,55,"AD: 55 ED: 043"
61,9,20,56,"AD: 56 ED: 061"
45,7,18,54,"AD: 54 ED: 045"
15,8,19,54,"AD: 54 ED: 015"
33,7,18,53,"AD: 53 ED: 033"
20,8,25,56,"AD: 56 ED: 020"
29,11,17,46,"AD: 46 ED: 029"
6,9,20,58,"AD: 58 ED: 006"
34,9,19,55,"AD: 55 ED: 034"
11,9,20,43,"AD: 43 ED: 011"
44,8,25,55,"AD: 55 ED: 044"
53,9,20,57,"AD: 57 ED: 053"
28,7,18,54,"AD: 54 ED: 028"
19,8,19,59,"AD: 59 ED: 019"
18,9,21,42,"AD: 42 ED: 018"
8,9,20,43,"AD: 43 ED: 008"
27,9,21,59,"AD: 59 ED: 027"
60,8,19,58,"AD: 58 ED: 060"
58,8,19,60,"AD: 60 ED: 058"
30,9,21,42,"AD: 42 ED: 030"
17,8,19,54,"AD: 54 ED: 017"
41,8,17,47,"AD: 47 ED: 041"
48,8,25,55,"AD: 55 ED: 048"
37,8,25,57,"AD: 57 ED: 037"
67,9,21,43,"AD: 43 ED: 067"
10,8,19,54,"AD: 54 ED: 010"
26,8,19,60,"AD: 60 ED: 026"
31,9,19,58,"AD: 58 ED: 031"
3,9,20,43,"AD: 43 ED: 003"
5,9,22,45,"AD: 45 ED: 005"
3,10,22,49,"AD: 49 ED: 003"
11,7,18,53,"AD: 53 ED: 011"
58,7,18,50,"AD: 50 ED: 058"
38,10,26,52,"AD: 52 ED: 038"
62,8,19,54,"AD: 54 ED: 062"
41,9,20,57,"AD: 57 ED: 041"
9,7,18,53,"AD: 53 ED: 009"
2,8,19,60,"AD: 60 ED: 002"
56,8,19,60,"AD: 60 ED: 056"
21,7,19,54,"AD: 54 ED: 021"
37,8,19,55,"AD: 55 ED: 037"
57,8,19,60,"AD: 60 ED: 057"
51,8,23,46,"AD: 46 ED: 051"
59,9,20,43,"AD: 43 ED: 059"
59,9,21,44,"AD: 44 ED: 059"
47,7,18,50,"AD: 50 ED: 047"
31,9,19,55,"AD: 55 ED: 031"
5,8,25,55,"AD: 55 ED: 005"
10,9,21,42,"AD: 42 ED: 010"
48,8,25,56,"AD: 56 ED: 048"
5,9,20,43,"AD: 43 ED: 005"
56,9,20,43,"AD: 43 ED: 056"
70,10,20,52,"AD: 52 ED: 070"
77,10,20,52,"AD: 52 ED: 077"
2,9,20,43,"AD: 43 ED: 002"
14,8,25,55,"AD: 55 ED: 014"
41,9,21,58,"AD: 58 ED: 041"
63,8,19,58,"AD: 58 ED: 063"
27,8,25,55,"AD: 55 ED: 027"
22,9,20,43,"AD: 43 ED: 022"
24,9,21,42,"AD: 42 ED: 024"
46,7,18,53,"AD: 53 ED: 046"
32,8,25,57,"AD: 57 ED: 032"
27,8,25,57,"AD: 57 ED: 027"
14,7,59,50,"AD: 50 ED: 014"
66,9,20,43,"AD: 43 ED: 066"
62,7,18,50,"AD: 50 ED: 062"
13,9,19,58,"AD: 58 ED: 013"
29,8,19,55,"AD: 55 ED: 029"
52,7,18,54,"AD: 54 ED: 052"
11,7,26,52,"AD: 52 ED: 011"
39,8,19,55,"AD: 55 ED: 039"
7,10,25,44,"AD: 44 ED: 007"
15,9,20,43,"AD: 43 ED: 015"
1,7,25,56,"AD: 56 ED: 001"
33,9,21,42,"AD: 42 ED: 033"
46,9,21,58,"AD: 58 ED: 046"
37,7,18,53,"AD: 53 ED: 037"
6,8,19,54,"AD: 54 ED: 006"
64,9,20,57,"AD: 57 ED: 064"
56,9,25,55,"AD: 55 ED: 056"
55,7,59,50,"AD: 50 ED: 055"
4,8,25,55,"AD: 55 ED: 004"
46,9,20,43,"AD: 43 ED: 046"
27,9,21,58,"AD: 58 ED: 027"
2,8,25,55,"AD: 55 ED: 002"
15,8,19,59,"AD: 59 ED: 015"
5,7,18,53,"AD: 53 ED: 005"
30,9,21,58,"AD: 58 ED: 030"
46,9,21,42,"AD: 42 ED: 046"
32,9,21,42,"AD: 42 ED: 032"
30,8,25,56,"AD: 56 ED: 030"
5,9,20,58,"AD: 58 ED: 005"
52,9,20,43,"AD: 43 ED: 052"
61,8,19,58,"AD: 58 ED: 061"
4,7,18,53,"AD: 53 ED: 004"
14,9,21,41,"AD: 41 ED: 014"
59,9,20,56,"AD: 56 ED: 059"
76,10,20,52,"AD: 52 ED: 076"
28,9,21,58,"AD: 58 ED: 028"
34,9,20,43,"AD: 43 ED: 034"
3,7,18,53,"AD: 53 ED: 003"
56,7,18,54,"AD: 54 ED: 056"
37,7,18,50,"AD: 50 ED: 037"
1,8,25,55,"AD: 55 ED: 001"
59,8,19,60,"AD: 60 ED: 059"
63,7,18,53,"AD: 53 ED: 063"
20,8,25,57,"AD: 57 ED: 020"
44,9,21,42,"AD: 42 ED: 044"
72,10,26,52,"AD: 52 ED: 072"
42,7,18,53,"AD: 53 ED: 042"
20,9,19,58,"AD: 58 ED: 020"
8,9,21,58,"AD: 58 ED: 008"
30,10,26,51,"AD: 51 ED: 030"
31,7,18,50,"AD: 50 ED: 031"
8,9,21,41,"AD: 41 ED: 008"
10,9,20,43,"AD: 43 ED: 010"
34,7,18,54,"AD: 54 ED: 034"
5,8,19,54,"AD: 54 ED: 005"
51,7,18,54,"AD: 54 ED: 051"
8,7,18,53,"AD: 53 ED: 008"
6,7,18,53,"AD: 53 ED: 006"
51,9,20,43,"AD: 43 ED: 051"
51,9,19,58,"AD: 58 ED: 051"
26,7,18,53,"AD: 53 ED: 026"
3,7,25,56,"AD: 56 ED: 003"
14,10,20,44,"AD: 44 ED: 014"
7,9,21,41,"AD: 41 ED: 007"
35,7,18,54,"AD: 54 ED: 035"
39,8,25,56,"AD: 56 ED: 039"
16,8,25,56,"AD: 56 ED: 016"
36,7,18,50,"AD: 50 ED: 036"
75,10,20,52,"AD: 52 ED: 075"
17,7,18,53,"AD: 53 ED: 017"
48,7,19,60,"AD: 60 ED: 048"
19,8,19,60,"AD: 60 ED: 019"
53,9,21,44,"AD: 44 ED: 053"
22,8,19,59,"AD: 59 ED: 022"
24,9,20,43,"AD: 43 ED: 024"
54,8,20,55,"AD: 55 ED: 054"
54,9,22,41,"AD: 41 ED: 054"
52,9,25,57,"AD: 57 ED: 052"
11,9,20,44,"AD: 44 ED: 011"
53,7,18,54,"AD: 54 ED: 053"
27,9,21,42,"AD: 42 ED: 027"
47,7,18,53,"AD: 53 ED: 047"
55,7,18,54,"AD: 54 ED: 055"
13,8,25,56,"AD: 56 ED: 013"
61,9,20,43,"AD: 43 ED: 061"
58,7,19,54,"AD: 54 ED: 058"
12,7,18,53,"AD: 53 ED: 012"
23,9,19,58,"AD: 58 ED: 023"
21,9,19,58,"AD: 58 ED: 021"
45,7,18,53,"AD: 53 ED: 045"
29,8,25,57,"AD: 57 ED: 029"
70,9,20,57,"AD: 57 ED: 070"
53,8,17,45,"AD: 45 ED: 053"
23,9,21,59,"AD: 59 ED: 023"
39,9,21,42,"AD: 42 ED: 039"
35,7,18,53,"AD: 53 ED: 035"
6,7,25,57,"AD: 57 ED: 006"
35,10,26,52,"AD: 52 ED: 035"
29,9,21,58,"AD: 58 ED: 029"
27,9,20,43,"AD: 43 ED: 027"
70,8,23,46,"AD: 46 ED: 070"
17,8,19,59,"AD: 59 ED: 017"
7,7,18,53,"AD: 53 ED: 007"
16,8,19,59,"AD: 59 ED: 016"
33,9,21,58,"AD: 58 ED: 033"
5,10,25,44,"AD: 44 ED: 005"
49,10,26,52,"AD: 52 ED: 049"
3,7,19,54,"AD: 54 ED: 003"
54,8,19,58,"AD: 58 ED: 054"
2,7,19,54,"AD: 54 ED: 002"
13,10,26,51,"AD: 51 ED: 013"
42,9,20,43,"AD: 43 ED: 042"
17,10,26,52,"AD: 52 ED: 017"
31,9,22,41,"AD: 41 ED: 031"
6,7,25,56,"AD: 56 ED: 006"
5,8,19,60,"AD: 60 ED: 005"
22,8,25,55,"AD: 55 ED: 022"
60,9,20,56,"AD: 56 ED: 060"
70,8,25,56,"AD: 56 ED: 070"
53,10,26,52,"AD: 52 ED: 053"
11,9,21,42,"AD: 42 ED: 011"
18,10,26,57,"AD: 57 ED: 018"
63,7,18,50,"AD: 50 ED: 063"
72,7,25,57,"AD: 57 ED: 072"
64,7,19,54,"AD: 54 ED: 064"
35,8,19,55,"AD: 55 ED: 035"
8,9,20,42,"AD: 42 ED: 008"
69,8,25,57,"AD: 57 ED: 069"
47,7,18,54,"AD: 54 ED: 047"
13,10,20,44,"AD: 44 ED: 013"
35,9,21,59,"AD: 59 ED: 035"
3,8,19,59,"AD: 59 ED: 003"
3,10,20,44,"AD: 44 ED: 003"
39,8,25,57,"AD: 57 ED: 039"
36,9,22,48,"AD: 48 ED: 036"
34,10,26,52,"AD: 52 ED: 034"
27,10,26,52,"AD: 52 ED: 027"
16,8,19,54,"AD: 54 ED: 016"
47,7,19,60,"AD: 60 ED: 047"
60,9,20,43,"AD: 43 ED: 060"
15,9,21,41,"AD: 41 ED: 015"
74,10,25,52,"AD: 52 ED: 074"
31,10,26,51,"AD: 51 ED: 031"
48,9,22,49,"AD: 49 ED: 048"
44,8,25,57,"AD: 57 ED: 044"
48,10,26,51,"AD: 51 ED: 048"
21,9,21,48,"AD: 48 ED: 021"
30,7,59,50,"AD: 50 ED: 030"
49,7,18,53,"AD: 53 ED: 049"
8,10,17,49,"AD: 49 ED: 008"
49,9,22,48,"AD: 48 ED: 049"
6,10,17,49,"AD: 49 ED: 006"
30,9,22,48,"AD: 48 ED: 030"
21,8,17,45,"AD: 45 ED: 021"
39,7,18,50,"AD: 50 ED: 039"
29,7,18,53,"AD: 53 ED: 029"
76,10,26,64,"AD: 64 ED: 076"
54,7,18,50,"AD: 50 ED: 054"
44,7,18,50,"AD: 50 ED: 044"
78,10,20,52,"AD: 52 ED: 078"
4,10,17,49,"AD: 49 ED: 004"
54,7,18,53,"AD: 53 ED: 054"
17,7,59,50,"AD: 50 ED: 017"
90,7,26,52,"AD: 52 ED: 090"
11,8,19,59,"AD: 59 ED: 011"
34,9,22,48,"AD: 48 ED: 034"
42,9,20,57,"AD: 57 ED: 042"
57,7,18,53,"AD: 53 ED: 057"
18,7,59,50,"AD: 50 ED: 018"
69,10,26,52,"AD: 52 ED: 069"
51,9,22,48,"AD: 48 ED: 051"
10,10,17,51,"AD: 51 ED: 010"
51,9,22,44,"AD: 44 ED: 051"
13,9,21,41,"AD: 41 ED: 013"
31,11,17,46,"AD: 46 ED: 031"
13,7,25,57,"AD: 57 ED: 013"
46,7,18,50,"AD: 50 ED: 046"
28,7,59,50,"AD: 50 ED: 028"
63,8,19,60,"AD: 60 ED: 063"
44,11,17,49,"AD: 49 ED: 044"
43,8,23,46,"AD: 46 ED: 043"
47,9,19,58,"AD: 58 ED: 047"
9,9,20,43,"AD: 43 ED: 009"
38,9,22,48,"AD: 48 ED: 038"
33,8,17,46,"AD: 46 ED: 033"
22,8,22,45,"AD: 45 ED: 022"
7,10,22,48,"AD: 48 ED: 007"
2,10,22,48,"AD: 48 ED: 002"
16,9,22,48,"AD: 48 ED: 016"
8,9,22,45,"AD: 45 ED: 008"
44,9,22,48,"AD: 48 ED: 044"
87,7,25,52,"AD: 52 ED: 087"
46,10,22,48,"AD: 48 ED: 046"
51,10,22,51,"AD: 51 ED: 051"
19,8,26,57,"AD: 57 ED: 019"
1,9,20,58,"AD: 58 ED: 001"
51,11,17,47,"AD: 47 ED: 051"
68,9,20,43,"AD: 43 ED: 068"
4,7,25,52,"AD: 52 ED: 004"
31,11,17,47,"AD: 47 ED: 031"
45,7,18,50,"AD: 50 ED: 045"
10,10,17,49,"AD: 49 ED: 010"
60,8,15,60,"AD: 60 ED: 060"
22,9,22,48,"AD: 48 ED: 022"
1,10,22,48,"AD: 48 ED: 001"
18,8,25,56,"AD: 56 ED: 018"
63,7,19,54,"AD: 54 ED: 063"
3,7,25,52,"AD: 52 ED: 003"
49,5,10,32,"AD: 32 ED: 049"
41,9,22,48,"AD: 48 ED: 041"
37,9,22,48,"AD: 48 ED: 037"
8,10,22,48,"AD: 48 ED: 008"
9,10,22,48,"AD: 48 ED: 009"
24,9,21,58,"AD: 58 ED: 024"
48,9,20,43,"AD: 43 ED: 048"
42,9,22,48,"AD: 48 ED: 042"
26,9,22,45,"AD: 45 ED: 026"
14,10,17,49,"AD: 49 ED: 014"
52,9,22,44,"AD: 44 ED: 052"
12,9,22,48,"AD: 48 ED: 012"
1,7,18,52,"AD: 52 ED: 001"
48,7,18,50,"AD: 50 ED: 048"
